message_id,references_found,references_not_found,amounts,dates
MSG014349,LA026715,,172000.0,
MSG014357,,,485000.0,
MSG014360,,,599000.0,
MSG014365,,,732000.0,
MSG014366,,LA905034,,
MSG014369,,,729000.0,
MSG014370,,LA942384,,2026-10-23
MSG014374,LA002345,,,
MSG014376,LA005591,,,
MSG014378,,,,2025-08-08
MSG014379,,LA901284,,2025-05-21
MSG014380,,,,2025-03-31
MSG014388,,,,2026-01-13
MSG014392,LA010482,,,2026-11-19
MSG014399,,LA902781,,
MSG014401,LA022734,,,
MSG014409,,,221000.0,
MSG014410,,LA918298,,
MSG014411,,,861000.0,
MSG014412,,,264000.0,
MSG014420,,LA910225,,
MSG014422,,,,2026-03-10
MSG014424,,,59000.0,2025-04-12
MSG014426,LA028806,,,
MSG014429,LA030312,,,
MSG014430,,,489000.0,
MSG014436,,,,2026-07-30
MSG014439,,,420000.0,
MSG014440,,,157000.0,
MSG014442,,,310000.0,
MSG014443,,,,2026-06-07
MSG014445,,,,2026-02-09
MSG014446,LA019234,,,
MSG014451,,,137000.0,
MSG014456,,,634000.0,
MSG014458,,,68000.0,
MSG014461,LA013552,,,
MSG014463,LA013613,,,
MSG014473,,LA981086,,2026-10-22
MSG014476,,,,2025-05-25
MSG014480,,,,2026-07-31
MSG014481,LA001980,,,
MSG014482,,,509000.0,
MSG014483,LA015367,,,
MSG014484,,,352000.0,
MSG014485,,,698000.0,
MSG014487,,LA912270,,
MSG014488,,,139000.0,2026-05-05
MSG014498,,,64000.0,
MSG014499,,,536000.0,
MSG014502,LA016948,,,
MSG014510,LA006904,,,
MSG014517,,,,2026-10-22
MSG014518,,,458000.0,
MSG014519,,,99000.0,
MSG014520,,,44000.0,
MSG014523,,,,2025-08-27
MSG014533,,,711000.0,
MSG014534,,,,2025-02-28
MSG014535,,LA952346,,
MSG014539,LA025361,,,
MSG014540,LA026802,,,
MSG014542,LA009989,,,2025-02-11
MSG014546,,LA970527,,
MSG014547,LA030162,,,
MSG014552,LA003545,,,
MSG014557,,,603000.0,
MSG014559,,,122000.0,
MSG014560,,,185000.0,
MSG014561,,,731000.0,
MSG014562,,,777000.0,
MSG014563,,,,2025-05-08
MSG014566,,,207000.0,2025-07-21
MSG014567,,,,2026-11-15
MSG014569,,,556000.0,
MSG014571,,,389000.0,
MSG014575,,,495000.0,
MSG014577,,,,2025-10-16
MSG014585,,,,2026-07-25
MSG014598,,,651000.0,
MSG014603,,,480000.0,
MSG014607,LA030051,,,
MSG014609,,,655000.0,
MSG014611,,,123000.0,
MSG014614,LA025365,,,2025-08-20
MSG014620,,LA962583,,
MSG014623,LA007424,,,
MSG014624,,LA965386,391000.0,
MSG014626,,,587000.0,
MSG014629,,LA021477,,
MSG014630,,,329000.0,
MSG014631,,,177000.0,
MSG014636,LA010276,,,
MSG014640,,,,2026-02-07
MSG014644,,,,2026-07-14
MSG014648,,LA935772,,2026-07-06
MSG014649,,,214000.0,2026-03-23
MSG014656,,,681000.0,
MSG014657,LA026405,,,
MSG014662,,,856000.0,
MSG014668,,,660000.0,
MSG014672,,,847000.0,
MSG014675,,,454000.0,
MSG014678,,,616000.0,
MSG014681,LA005322,,,
MSG014682,,,781000.0,
MSG014684,,LA988883,,
MSG014686,,,776000.0,
MSG014689,,,211000.0,
MSG014694,,,139000.0,
MSG014695,,,446000.0,
MSG014696,,,829000.0,2025-05-02
MSG014703,,,176000.0,
MSG014709,,,553000.0,
MSG014713,,,755000.0,
MSG014722,,,,2025-07-05
MSG014723,LA008113,,,
MSG014728,,,,2025-05-13
MSG014730,LA010158,,,
MSG014735,,,4000.0,
MSG014739,,LA906867,,
MSG014748,,,748000.0,
MSG014749,LA006618,,,
MSG014750,,,320000.0,
MSG014753,LA011003,,,
MSG014755,LA019911,,,
MSG014759,,,518000.0,
MSG014760,LA020917,,,
MSG014762,,,766000.0,
MSG014763,,,521000.0,
MSG014764,,,,2025-04-04
MSG014767,,,339000.0,
MSG014770,,,,2025-06-23
MSG014771,,,397000.0,
MSG014773,LA018297,,,
MSG014774,LA006280,,,
MSG014778,LA006711,,,
MSG014779,,,468000.0,
MSG014781,,,13000.0,
MSG014791,LA030335,,,
MSG014794,LA008327,,,
MSG014796,,,237000.0,2025-06-08
MSG014799,LA003414,,,
MSG014800,LA015000,,,2025-09-22
MSG014801,,LA910731,,
MSG014803,,,,2025-07-01
MSG014812,,,215000.0,
MSG014817,,,89000.0,
MSG014819,,,,2025-03-04
MSG014823,,,174000.0,
MSG014824,LA000225,,,
MSG014828,,,,2025-12-28
MSG014834,LA011326,,,
MSG014843,,,832000.0,
MSG014844,,LA985614,,
MSG014845,,,,2025-01-01
MSG014847,,,258000.0,
MSG014848,,,3000.0,2025-06-30
MSG014851,,,,2025-01-16
MSG014853,,,790000.0,
MSG014857,LA028219,,,
MSG014861,,,92000.0,
MSG014875,,,834000.0,
MSG014878,LA008855,,,
MSG014879,,LA906834,,
MSG014881,,,470000.0,
MSG014884,LA023250,,,
MSG014886,LA016179,,71000.0,
MSG014887,,,,2026-12-26
MSG014895,,,707000.0,2026-04-30
MSG014896,,,494000.0,
MSG014901,,,565000.0,
MSG014903,,,693000.0,
MSG014905,LA011743,,,
MSG014906,,,385000.0,
MSG014913,LA021852,,,
MSG014915,LA019679,,,2025-11-04
MSG014916,,LA919189,,
MSG014918,,,,2025-11-25
MSG014921,,,721000.0,
MSG014924,,,692000.0,
MSG014925,LA010524,,,
MSG014933,,,468000.0,
MSG014935,,,,2025-04-14
MSG014937,,LA917317,,
MSG014938,,,872000.0,
MSG014942,,LA903305,,
MSG014943,,,527000.0,
MSG014946,,,224000.0,
MSG014950,,,,2025-11-26
MSG014958,LA007411,,,
MSG014962,,LA911700,,
MSG014963,,,469000.0,
MSG014968,,LA957269,,2026-05-11
MSG014973,,,,2025-06-22
MSG014974,,,370000.0,
MSG014977,,,81000.0,2026-08-12
MSG014979,,LA966119,,2026-09-10
MSG014981,LA030252,,,
MSG014989,,,897000.0,
MSG014992,,,643000.0,
MSG014994,LA005577,,,
MSG015000,LA031661,,,
MSG015009,LA015563,,,
MSG015011,,,,2026-09-23
MSG015012,,,383000.0,
MSG015016,LA032894,,,
MSG015019,,,,2026-04-02
MSG015022,,,,2026-01-04
MSG015024,,,33000.0,
MSG015027,LA011673,,,2025-02-02
MSG015028,LA018674,,,
MSG015031,,LA908328,,
MSG015034,,,9000.0,
MSG015037,,,,2026-03-12
MSG015056,,,617000.0,
MSG015058,LA020323,,,
MSG015059,,,,2025-10-01
MSG015064,,,,2025-01-26
MSG015065,LA011194,,,
MSG015068,,,170000.0,
MSG015071,LA007232,,,
MSG015073,LA017195,,,
MSG015075,,,520000.0,
MSG015093,,,877000.0,
MSG015098,,,,2025-09-14
MSG015099,,,,2026-10-20
MSG015100,LA021900,,,
MSG015103,,,283000.0,2026-07-07
MSG015104,LA008656,,,
MSG015106,,,387000.0,2026-05-25
MSG015108,LA025326,,,
MSG015110,LA021108,,,
MSG015113,,,814000.0,
MSG015114,LA005518,,,
MSG015115,,LA030975,,
MSG015118,,,,2026-01-04
MSG015119,,,,2025-01-25
MSG015120,,,159000.0,
MSG015122,,,726000.0,
MSG015124,LA001447,,,
MSG015130,LA021594,,,
MSG015135,LA014521,,,
MSG015136,,,378000.0,
MSG015139,LA021598,,,
MSG015142,,,301000.0,
MSG015144,,,,2026-01-07
MSG015146,LA025565,,,
MSG015147,,,287000.0,
MSG015148,,LA994237,,
MSG015153,,,510000.0,2025-06-06
MSG015155,,,506000.0,
MSG015158,,,534000.0,
MSG015161,,,57000.0,
MSG015167,,,663000.0,
MSG015173,,LA909576,,
MSG015175,,,649000.0,
MSG015178,,LA968700,,
MSG015181,LA022702,,,
MSG015182,,,606000.0,
MSG015184,LA021496,,,
MSG015187,LA027753,,,
MSG015188,,,168000.0,
MSG015202,,LA980036,,
MSG015203,,,163000.0,
MSG015211,,,,2026-01-12
MSG015212,,,,2026-03-11
MSG015213,,LA952077,,
MSG015214,,,606000.0,
MSG015217,,,,2026-06-18
MSG015218,,,121000.0,
MSG015224,,,832000.0,
MSG015226,,,528000.0,
MSG015227,,,199000.0,
MSG015232,,,850000.0,
MSG015236,,LA949160,,
MSG015239,,,,2026-05-23
MSG015243,,LA910905,,
MSG015244,LA023188,,886000.0,
MSG015245,,,,2025-09-14
MSG015247,,LA924150,,
MSG015250,,LA985057,,
MSG015257,,,62000.0,
MSG015258,,,727000.0,
MSG015260,LA026864,,,
MSG015262,,,,2025-08-03
MSG015264,,,723000.0,
MSG015265,,LA934862,,
MSG015267,LA013311,,,2025-09-05
MSG015268,,,,2026-06-13
MSG015269,,LA903444,,
MSG015270,,,538000.0,
MSG015271,,LA972923,,
MSG015276,,,,2025-11-18
MSG015277,,,,2025-09-18
MSG015287,,,338000.0,
MSG015288,LA006724,,,
MSG015291,LA007788,,,
MSG015295,,,113000.0,
MSG015296,,,249000.0,
MSG015304,,,56000.0,
MSG015306,,,,2026-06-25
MSG015309,LA020221,,137000.0,
MSG015310,,LA968364,,
MSG015312,,,501000.0,
MSG015315,,,248000.0,
MSG015316,,LA906635,,2025-10-01
MSG015317,,,,2025-04-22
MSG015318,,,33000.0,
MSG015323,,,28000.0,
MSG015326,LA017566,,,
MSG015327,,LA905107,,
MSG015331,LA002556,,,
MSG015340,,,45000.0,
MSG015342,LA006774,,,
MSG015345,,,85000.0,
MSG015347,LA031929,,,
MSG015352,LA023994,,,
MSG015354,LA024938,,,
MSG015365,,,,2026-08-07
MSG015366,,,271000.0,
MSG015372,,,888000.0,
MSG015375,LA006528,,80000.0,
MSG015381,,,704000.0,
MSG015384,,,606000.0,
MSG015385,LA002125,,,
MSG015387,,,538000.0,2025-05-08
MSG015391,,,689000.0,
MSG015393,,,397000.0,
MSG015396,,,6000.0,
MSG015398,,,,2026-03-31
MSG015400,,,,2025-12-25
MSG015401,,,229000.0,
MSG015402,,,307000.0,
MSG015403,,,797000.0,2026-04-22
MSG015406,LA009633,,,
MSG015407,,,152000.0,
MSG015409,,,862000.0,
MSG015412,,LA911647,,2026-11-15
MSG015416,,,,2025-04-03
MSG015417,,,723000.0,
MSG015420,,,253000.0,
MSG015423,LA028283,,,
MSG015430,,LA905090,,
MSG015431,,,,2025-11-11
MSG015432,,,406000.0,
MSG015433,,,,2025-05-31
MSG015435,,,450000.0,
MSG015439,,,169000.0,
MSG015441,,,617000.0,
MSG015442,,,869000.0,
MSG015447,,,670000.0,
MSG015449,,,71000.0,
MSG015450,LA016739,,,
MSG015451,,,888000.0,
MSG015453,,,,2026-01-12
MSG015456,,,494000.0,2026-12-10
MSG015457,,,45000.0,
MSG015459,,,637000.0,
MSG015461,LA025914,,,
MSG015464,,,,2025-02-17
MSG015468,,,,2025-03-16
MSG015470,,,,2026-06-27
MSG015475,,,152000.0,
MSG015478,,,,2025-10-16
MSG015483,LA016076,,,
MSG015491,,,653000.0,
MSG015492,LA016191,,,
MSG015498,LA019853,,,
MSG015505,,,356000.0,
MSG015509,LA031642,,,
MSG015514,,,,2025-11-30
MSG015516,LA014450,,,
MSG015518,LA019688,,,
MSG015522,,,,2025-09-12
MSG015523,,,711000.0,
MSG015524,,,,2025-03-10
MSG015526,LA030338,,,
MSG015530,LA012301,,,
MSG015531,,,607000.0,
MSG015532,,LA961625,,
MSG015533,,,366000.0,
MSG015534,LA027717,,,2025-04-26
MSG015537,,,,2026-10-31
MSG015538,,,25000.0,
MSG015540,,,425000.0,
MSG015542,,,890000.0,
MSG015549,,LA913262,,
MSG015551,,,171000.0,
MSG015552,,,80000.0,2026-03-16
MSG015553,,LA960696,,
MSG015559,,,280000.0,
MSG015562,,,196000.0,
MSG015564,,,131000.0,
MSG015565,,LA917613,353000.0,
MSG015566,,,,2026-12-15
MSG015567,,LA997245,,
MSG015571,LA017675,,,
MSG015575,,,,2025-05-29
MSG015578,LA029010,,,
MSG015579,LA015454,,,
MSG015582,,LA972591,,
MSG015583,,,,2025-03-08
MSG015587,,,,2025-12-05
MSG015590,,,230000.0,
MSG015592,LA020795,,,
MSG015593,,,758000.0,
MSG015595,,,530000.0,
MSG015598,,,,2025-02-23
MSG015599,,,,2025-11-28
MSG015601,,,272000.0,
MSG015603,,,532000.0,
MSG015604,LA010690,,,
MSG015609,,,496000.0,
MSG015610,,LA937454,,
MSG015611,LA020980,,,
MSG015613,,,844000.0,
MSG015618,,,,2026-10-17
MSG015620,,,,2025-06-22
MSG015624,LA010788,,,
MSG015626,,,,2025-06-29
MSG015629,,,,2026-07-05
MSG015632,,,334000.0,
MSG015633,,,379000.0,
MSG015636,,,,2025-08-18
MSG015637,,LA942870,749000.0,
MSG015638,,,,2025-02-25
MSG015648,,,,2025-02-08
MSG015650,,,,2026-12-16
MSG015651,,,212000.0,
MSG015652,,,215000.0,
MSG015654,,,214000.0,
MSG015655,LA020127,,,
MSG015656,,,,2026-01-25
MSG015664,,,354000.0,
MSG015668,,,720000.0,
MSG015670,LA026052,,,
MSG015673,,LA906507,,
MSG015674,LA014365,,,2025-09-13
MSG015675,,,2000.0,
MSG015676,,,878000.0,
MSG015677,LA014178,,,
MSG015680,LA010652,,,
MSG015682,,,14000.0,
MSG015686,,,743000.0,
MSG015688,LA024132,,,
MSG015689,,,166000.0,
MSG015694,LA019557,,,
MSG015696,,LA905488,,
MSG015702,,,,2025-10-08
MSG015706,,,,2026-10-28
MSG015707,,,,2026-02-01
MSG015708,,,522000.0,
MSG015710,,,374000.0,
MSG015711,,,148000.0,2026-04-02
MSG015712,,,,2026-07-15
MSG015714,,LA953753,,
MSG015715,,,13000.0,
MSG015716,,,445000.0,2026-06-28
MSG015720,,,47000.0,
MSG015725,LA017067,,,
MSG015726,LA000847,,,2026-01-04
MSG015727,,,,2026-02-18
MSG015728,,,,2026-11-30
MSG015729,LA003645,,,
MSG015731,,LA902275,,
MSG015734,,,3000.0,
MSG015735,,,15000.0,
MSG015737,,,,2026-03-20
MSG015738,LA000244,,,
MSG015745,LA028059,,,
MSG015748,,,698000.0,
MSG015749,,,8000.0,
MSG015750,,,285000.0,
MSG015754,LA028105,,,
MSG015764,,,161000.0,
MSG015765,,,,2026-02-07
MSG015767,,,,2025-01-28
MSG015770,,,,2025-01-14
MSG015774,,,554000.0,2025-01-09
MSG015781,,,182000.0,
MSG015782,,,525000.0,
MSG015785,,,,2025-06-17
MSG015789,,,,2025-07-09
MSG015793,,,508000.0,
MSG015797,,,244000.0,
MSG015798,,,272000.0,
MSG015799,,LA963834,,
MSG015800,,,336000.0,
MSG015802,LA002249,,,
MSG015803,,LA938242,,
MSG015805,,,247000.0,2026-10-16
MSG015806,,,499000.0,
MSG015808,LA001531,,,
MSG015813,,,545000.0,
MSG015815,,,,2026-02-16
MSG015817,,,666000.0,
MSG015821,,,,2025-08-24
MSG015822,,LA913960,,
MSG015833,LA025810,,,
MSG015836,LA017342,,,
MSG015838,,,,2025-01-22
MSG015839,,,643000.0,
MSG015840,,,93000.0,
MSG015845,,LA953568,779000.0,
MSG015846,,LA955285,,
MSG015847,,,697000.0,
MSG015849,,,,2025-12-02
MSG015858,LA010215,,,
MSG015859,LA020315,,,
MSG015862,LA007839,,,
MSG015863,,,271000.0,
MSG015868,LA006567,,,
MSG015870,LA012142,,,
MSG015873,,LA974629,,
MSG015875,,,517000.0,
MSG015878,,,,2025-08-13
MSG015882,,,,2025-08-21
MSG015883,LA029556,,,
MSG015887,,,739000.0,
MSG015890,,,,2025-03-14
MSG015893,,LA919776,,
MSG015899,LA025335,,,
MSG015908,LA006297,,,
MSG015911,LA018553,,,
MSG015924,,,,2025-11-15
MSG015932,,,119000.0,
MSG015933,,,345000.0,
MSG015935,,,572000.0,
MSG015938,,,202000.0,
MSG015939,,,281000.0,
MSG015941,,,325000.0,2025-07-06
MSG015942,,,195000.0,
MSG015943,,,59000.0,
MSG015945,LA029190,,,
MSG015946,,,231000.0,
MSG015949,,,570000.0,
MSG015950,,,,2026-12-10
MSG015952,LA031403,,,
MSG015953,LA025199,,339000.0,
MSG015956,,,131000.0,
MSG015957,,LA954737,740000.0,
MSG015965,,LA984472,,
MSG015968,,LA926998,,
MSG015970,,,400000.0,
MSG015976,,,662000.0,2025-02-09
MSG015979,LA004263,,,
MSG015982,,,,2026-05-21
MSG015983,,,418000.0,
MSG015984,,,83000.0,
MSG015988,,,852000.0,
MSG015990,,,,2025-11-28
MSG015991,LA007977,,,
MSG015992,LA007246,,,
MSG015994,LA004994,,,
MSG015996,,,,2025-05-16
MSG016004,LA005809,,207000.0,
MSG016005,,,879000.0,
MSG016007,,,,2026-06-30
MSG016012,,LA010457,,
MSG016013,,,,2025-04-15
MSG016014,LA018351,,,
MSG016018,LA013147,,,
MSG016022,,,,2026-10-16
MSG016023,,,343000.0,
MSG016025,LA013902,,,
MSG016026,LA008143,,,
MSG016032,LA005005,,,
MSG016034,LA032965,,,
MSG016038,LA019792,,,
MSG016040,LA007615,,,
MSG016042,,,262000.0,2026-08-07
MSG016043,LA026740,,,
MSG016044,,,498000.0,
MSG016048,,LA983515,,
MSG016050,,,771000.0,
MSG016053,,,462000.0,
MSG016055,LA027416,,,
MSG016056,,,279000.0,
MSG016058,,,542000.0,2026-07-25
MSG016063,LA031903,,,
MSG016064,,LA972334,,
MSG016066,,,,2025-10-25
MSG016067,,,624000.0,
MSG016070,,,,2026-03-23
MSG016072,,,105000.0,
MSG016074,LA005273,,,
MSG016075,,LA942962,,
MSG016076,,,617000.0,
MSG016079,,,,2025-03-31
MSG016080,,LA988318,,
MSG016086,,,860000.0,
MSG016089,LA021144,,,
MSG016090,,,,2025-11-14
MSG016099,LA032355,,,
MSG016108,LA026633,,,
MSG016109,,,651000.0,
MSG016110,,,,2026-01-04
MSG016114,,,,2026-09-27
MSG016115,,,,2026-06-21
MSG016117,,,,2025-06-10
MSG016118,,LA996673,,
MSG016119,LA007477,,,
MSG016120,,,,2025-05-31
MSG016122,LA029469,,,
MSG016123,LA013931,,,
MSG016125,LA016147,,,
MSG016127,,LA923684,636000.0,
MSG016138,,,246000.0,
MSG016141,,,,2026-10-16
MSG016142,LA018450,,,
MSG016146,,LA997976,,
MSG016148,,LA900241,,
MSG016150,,,92000.0,
MSG016153,,,,2026-02-01
MSG016158,,,47000.0,
MSG016162,LA025477,,,
MSG016165,,,487000.0,
MSG016168,,,539000.0,
MSG016170,,,784000.0,
MSG016180,,,602000.0,
MSG016188,,,,2025-02-18
MSG016189,,,102000.0,
MSG016192,LA003981,,,2026-05-07
MSG016198,,,187000.0,
MSG016199,,LA912924,,
MSG016209,,,,2025-04-20
MSG016210,,,188000.0,
MSG016211,,LA904317,,
MSG016212,,,98000.0,
MSG016214,,LA936771,,
MSG016215,,,846000.0,
MSG016216,,,245000.0,
MSG016218,,,346000.0,
MSG016226,,,,2025-12-21
MSG016227,LA017814,,,
MSG016228,LA026965,,,
MSG016229,,,131000.0,
MSG016230,,,348000.0,
MSG016232,,,231000.0,
MSG016236,,,,2026-07-17
MSG016238,,,,2026-02-25
MSG016239,,,,2025-06-08
MSG016242,LA018120,,,
MSG016243,,,385000.0,
MSG016245,,LA993697,,
MSG016246,,,58000.0,
MSG016250,,,571000.0,
MSG016252,LA009094,,691000.0,
MSG016254,,,290000.0,
MSG016255,LA001859,,,
MSG016256,,,840000.0,
MSG016260,LA018145,,528000.0,
MSG016261,,,577000.0,
MSG016265,LA023237,,,
MSG016269,,,478000.0,
MSG016270,,,525000.0,
MSG016271,,,730000.0,
MSG016280,,LA960031,,2026-03-02
MSG016285,LA018157,,837000.0,
MSG016289,LA032325,,,
MSG016292,,,28000.0,
MSG016293,,,429000.0,
MSG016294,,LA961657,,
MSG016295,,,324000.0,
MSG016297,,LA908483,,
MSG016303,,,563000.0,
MSG016304,,,302000.0,
MSG016305,,,482000.0,
MSG016309,,,499000.0,
MSG016311,,,,2025-02-06
MSG016315,,,200000.0,
MSG016316,,,,2025-10-16
MSG016317,,,433000.0,
MSG016318,LA019912,,,
MSG016327,,,259000.0,
MSG016329,,,341000.0,2026-02-26
MSG016339,,,637000.0,
MSG016340,,,,2025-04-28
MSG016341,,,,2025-02-12
MSG016344,LA016798,,,
MSG016348,,,,2026-01-11
MSG016350,,LA951611,,
MSG016353,,,621000.0,
MSG016356,,LA938265,,
MSG016358,,,223000.0,
MSG016360,,,,2025-04-11
MSG016361,LA001834,,,
MSG016363,,,,2025-02-04
MSG016365,,,,2026-12-28
MSG016366,LA018451,,,
MSG016367,LA005585,,,
MSG016376,,,,2026-04-28
MSG016377,,,666000.0,
MSG016380,,,,2025-12-10
MSG016381,,,580000.0,
MSG016382,,,623000.0,
MSG016390,LA023945,,,
MSG016391,,LA947941,,
MSG016393,,,658000.0,
MSG016398,,,804000.0,
MSG016399,LA005340,,,
MSG016410,LA029916,,,2025-04-11
MSG016411,,LA926116,,
MSG016412,,LA920156,,
MSG016414,,LA995204,,
MSG016415,,,,2026-05-31
MSG016417,,,342000.0,
MSG016422,,,892000.0,
MSG016426,LA009990,,452000.0,
MSG016427,LA014334,,,
MSG016429,LA004800,,708000.0,
MSG016435,,,318000.0,2025-10-23
MSG016440,,,258000.0,
MSG016441,,,,2025-08-02
MSG016442,,,,2025-06-12
MSG016444,LA006982,,,
MSG016448,,,391000.0,
MSG016463,LA030422,,,2026-07-11
MSG016469,LA009390,,,
MSG016470,,,297000.0,
MSG016480,,,703000.0,
MSG016482,LA016951,,,
MSG016483,,LA955841,,
MSG016484,,LA941158,,
MSG016490,,,281000.0,
MSG016491,LA032392,,,
MSG016493,,,643000.0,
MSG016494,LA020599,,,
MSG016496,,,170000.0,
MSG016499,,,306000.0,
MSG016503,LA001376,,,
MSG016507,LA011813,,882000.0,
MSG016508,,,66000.0,
MSG016511,LA012783,,,
MSG016512,LA009145,,,
MSG016514,,LA907380,,
MSG016519,LA007991,,341000.0,
MSG016520,,LA976266,,
MSG016524,,,672000.0,
MSG016525,,,38000.0,
MSG016527,,,796000.0,
MSG016531,,LA016631,,
MSG016535,LA012457,,,
MSG016542,LA009734,,,
MSG016545,,,,2025-06-21
MSG016547,LA013645,,,
MSG016548,,,,2026-07-31
MSG016549,LA011357,,,
MSG016553,,,491000.0,
MSG016557,,,,2025-04-13
MSG016562,,LA947257,,
MSG016565,LA007583,,,
MSG016572,,,,2026-01-21
MSG016574,LA014960,,,2026-03-23
MSG016578,,,,2026-08-29
MSG016579,,,814000.0,
MSG016582,LA031094,,,
MSG016583,LA016713,,,
MSG016589,,,547000.0,
MSG016590,LA019746,,,
MSG016592,,,625000.0,
MSG016594,,,,2026-07-24
MSG016595,LA032486,,,
MSG016596,,,648000.0,
MSG016597,,,710000.0,
MSG016599,,LA938670,,
MSG016603,,,,2025-09-30
MSG016606,,,,2026-11-03
MSG016608,LA020269,,,
MSG016610,,,,2026-03-19
MSG016612,,,771000.0,
MSG016613,LA007404,,,
MSG016616,,,,2025-11-01
MSG016617,LA013165,,,
MSG016618,,,827000.0,
MSG016622,,,,2025-02-27
MSG016626,,,746000.0,
MSG016628,,LA966694,,
MSG016630,LA016116,,,
MSG016634,,,,2025-05-26
MSG016635,,,435000.0,
MSG016639,LA015683,,,
MSG016640,,,686000.0,
MSG016643,,,,2026-03-09
MSG016646,,,,2026-07-05
MSG016653,,,862000.0,
MSG016654,,,793000.0,
MSG016658,LA004954,,,
MSG016660,LA003504,,,
MSG016665,,,829000.0,
MSG016668,,,336000.0,
MSG016671,,,356000.0,2026-10-26
MSG016678,,,552000.0,
MSG016680,LA011565,,,
MSG016683,,,516000.0,2026-01-20
MSG016684,,,,2026-12-29
MSG016685,,LA913181,,
MSG016687,LA030170,,,
MSG016689,,,668000.0,
MSG016694,,,180000.0,
MSG016696,,,,2025-01-23
MSG016697,,,,2026-10-27
MSG016698,,,478000.0,
MSG016699,,LA953319,,
MSG016704,,,,2025-08-13
MSG016712,LA023697,,,
MSG016713,,,,2026-01-05
MSG016723,,,,2026-12-12
MSG016726,,,,2026-03-27
MSG016730,,,,2025-12-29
MSG016734,,LA986314,,
MSG016735,,,,2026-08-11
MSG016739,,,301000.0,
MSG016740,,,,2026-11-21
MSG016744,,,413000.0,
MSG016751,,,522000.0,
MSG016753,,,899000.0,
MSG016764,,,233000.0,
MSG016766,,LA946397,,
MSG016769,LA027780,,,
MSG016775,LA005780,,,2026-01-08
MSG016781,LA013686,,,
MSG016782,,LA900041,57000.0,
MSG016785,,,511000.0,
MSG016787,,,,2026-11-22
MSG016789,LA019207,,,
MSG016793,LA014346,,,
MSG016795,,,,2025-09-06
MSG016799,LA013765,,,
MSG016800,,LA922991,116000.0,
MSG016807,LA011890,,,
MSG016814,,,,2025-12-08
MSG016818,,,605000.0,
MSG016822,LA001708,,,
MSG016823,,,36000.0,
MSG016826,,,146000.0,
MSG016827,,LA905594,,
MSG016830,LA028294,,,
MSG016832,,,,2026-01-03
MSG016833,,,,2025-04-30
MSG016838,,,481000.0,
MSG016843,,,725000.0,
MSG016847,,LA950018,,
MSG016852,LA030791,,,
MSG016855,LA002676,,,
MSG016858,,,331000.0,
MSG016868,,,,2025-12-22
MSG016870,,,161000.0,
MSG016871,,LA936438,,
MSG016872,,,683000.0,
MSG016874,,,,2025-06-20
MSG016877,,,,2026-01-22
MSG016878,,,,2026-02-11
MSG016881,,,,2026-12-20
MSG016882,,,270000.0,
MSG016887,,,,2025-06-07
MSG016889,,,285000.0,
MSG016892,,,549000.0,
MSG016893,,,148000.0,
MSG016896,LA013665,,,2026-03-21
MSG016899,LA017114,,,
MSG016900,LA025890,,,
MSG016902,,,873000.0,
MSG016909,LA032566,,,
MSG016911,,,,2025-09-28
MSG016913,,,,2026-02-08
MSG016914,,,342000.0,
MSG016916,,,634000.0,
MSG016919,,,255000.0,
MSG016922,LA013752,,,
MSG016923,,,498000.0,
MSG016926,LA024740,,,
MSG016927,LA030933,,,
MSG016928,,,260000.0,2026-02-03
MSG016930,,,762000.0,
MSG016931,LA027405,,,
MSG016933,LA009606,,,
MSG016935,LA026987,,,
MSG016942,LA013621,,,
MSG016947,LA000584,,,
MSG016948,,,590000.0,
MSG016950,,LA913242,,
MSG016957,,,,2026-02-08
MSG016958,LA025063,,,
MSG016959,,,570000.0,
MSG016960,LA027570,,,2026-08-24
MSG016963,LA011358,,,2025-08-10
MSG016964,,,433000.0,2025-02-09
MSG016966,,,,2025-06-11
MSG016967,,,632000.0,
MSG016968,,LA968689,508000.0,
MSG016972,,,295000.0,
MSG016976,,,491000.0,
MSG016977,LA014898,,,
MSG016983,,,,2026-05-22
MSG016984,,,709000.0,2026-11-22
MSG016986,,,664000.0,
MSG016988,LA012039,,,
MSG016989,,,76000.0,
MSG016990,LA003872,,814000.0,
MSG016992,LA032833,,,
MSG016994,,,,2025-02-23
MSG016996,,,814000.0,
MSG016998,,LA917660,,2026-08-15
MSG017000,,,,2025-09-02
MSG017003,,LA934170,,2025-03-27
MSG017004,LA000753,,,
MSG017005,,LA998769,,
MSG017006,LA018355,,673000.0,
MSG017008,LA000497,,,
MSG017014,,,39000.0,
MSG017017,,,700000.0,
MSG017019,,LA906631,,
MSG017022,,,460000.0,2026-12-17
MSG017024,,,,2026-04-07
MSG017026,LA022776,,,
MSG017028,LA029724,,,
MSG017029,,,266000.0,
MSG017033,,,595000.0,
MSG017045,,,568000.0,
MSG017048,,,372000.0,
MSG017049,LA021259,,,2026-02-28
MSG017053,,LA924770,,
MSG017054,,,233000.0,
MSG017056,,,,2025-12-30
MSG017057,LA020028,,,
MSG017059,LA027325,,,
MSG017062,,,,2025-05-11
MSG017066,,,402000.0,
MSG017067,LA032152,,,
MSG017071,LA028443,,,
MSG017072,,,519000.0,
MSG017078,,,,2025-03-13
MSG017081,LA007674,,,2026-04-21
MSG017084,,,,2025-01-06
MSG017085,,,753000.0,
