application_id,default_probability,loan_amount_inr,monthly_installment_inr,installment_to_income,credit_band,decision
LP002148,0.236519,1500000,41366.93,0.3382,good,approve
LP000963,0.236495,1500000,51631.47,0.3577,good,approve
LP001165,0.236392,154000,7088.56,0.3453,poor,approve
LP000097,0.236316,1157000,19058.45,0.4462,fair,approve
LP002356,0.236312,2500000,115074.06,0.4059,poor,approve
LP002028,0.236247,409000,14078.18,0.1879,excellent,approve
LP001465,0.23618,1500000,41366.93,0.2958,excellent,approve
LP004799,0.236123,634000,29549.37,0.4206,poor,approve
LP000516,0.236122,2025000,42776.59,0.4568,good,approve
LP002349,0.235927,2176000,45966.35,0.4744,fair,approve
LP002360,0.235842,969000,45163.0,0.2416,fair,approve
LP003856,0.235832,1500000,35292.42,0.2501,good,approve
LP004486,0.235792,1394000,35188.31,0.4812,good,approve
LP003778,0.235782,426000,19608.62,0.3083,good,approve
LP001188,0.235649,299000,14426.58,0.3068,good,approve
LP000379,0.234641,850000,27827.91,0.2472,poor,approve
LP003186,0.234603,4744000,41169.53,0.384,poor,approve
LP001224,0.234214,1500000,35292.42,0.1462,good,approve
LP002348,0.233664,1500000,35292.42,0.3542,excellent,approve
LP003417,0.233523,1000000,60518.54,0.2907,fair,approve
LP003025,0.233492,1363000,34405.79,0.2593,poor,approve
LP004638,0.233465,382000,13148.81,0.254,excellent,approve
LP000148,0.23264,1009000,32439.29,0.5477,good,approve
LP002325,0.23242,1143000,28852.4,0.4415,poor,approve
LP004847,0.232119,712000,15040.46,0.2995,poor,approve
LP000104,0.23202,1402000,35390.25,0.5995,good,approve
LP004426,0.231862,1020000,32792.94,0.6076,good,approve
LP001751,0.231605,1184000,40754.44,0.2288,good,approve
LP002987,0.23147,164000,7912.91,0.276,good,approve
LP000909,0.231405,1267000,58319.53,0.5161,good,approve
LP001538,0.231051,250000,12062.36,0.282,good,approve
LP000304,0.230882,1585000,50957.66,0.6152,excellent,approve
LP003799,0.230636,245000,21653.51,0.5155,fair,approve
LP001002,0.2299,601000,53117.38,0.5043,good,approve
LP002501,0.229481,1000000,60518.54,0.5024,excellent,approve
LP001550,0.228695,2155000,54398.0,0.3343,poor,approve
LP002215,0.228653,543000,17777.12,0.2528,poor,approve
LP004297,0.228621,2500000,63106.73,0.3416,poor,approve
LP003805,0.228567,3352000,26991.21,0.3161,poor,approve
LP003817,0.228497,1206000,25475.84,0.4953,good,approve
LP000679,0.228473,782000,16519.16,0.3083,poor,approve
LP001248,0.228356,2500000,63106.73,0.4112,fair,approve
LP002679,0.228248,737000,33923.83,0.6743,good,approve
LP004495,0.228077,376000,17307.14,0.5626,excellent,approve
LP003558,0.227859,1515000,32003.23,0.4272,good,approve
LP000741,0.227683,926000,56040.17,0.4312,good,approve
LP004343,0.227402,42000,7226.29,0.2318,poor,approve
LP003591,0.227384,2091000,67225.53,0.4411,excellent,approve
LP000885,0.227149,330000,15189.78,0.5134,excellent,approve
LP003000,0.227133,2500000,52810.61,0.355,fair,approve
LP000061,0.226987,1500000,41366.93,0.2619,excellent,approve
LP003979,0.22694,323000,15584.57,0.2076,excellent,approve
LP003139,0.226757,2500000,41180.74,0.3783,poor,approve
LP002786,0.22675,655000,22545.74,0.2358,good,approve
LP003753,0.226596,649000,13709.63,0.5082,excellent,approve
LP000525,0.226422,928000,29835.15,0.4362,poor,approve
LP001058,0.226253,2500000,41180.74,0.3878,fair,approve
LP001679,0.226243,40000,6882.18,0.2403,poor,approve
LP002995,0.225976,1313000,33143.65,0.5219,good,approve
LP000050,0.225871,1014000,25596.09,0.3644,poor,approve
LP001177,0.22576,50000,1721.05,0.1434,fair,approve
LP002080,0.22559,996000,25141.72,0.4784,good,approve
LP003236,0.225556,731000,44239.05,0.4188,poor,approve
LP004251,0.225553,510000,16696.75,0.267,poor,approve
LP000836,0.225439,668000,16862.12,0.539,excellent,approve
LP003247,0.22516,2124000,97766.92,0.3976,fair,approve
LP004827,0.225032,504000,23490.35,0.427,fair,approve
LP002445,0.224605,3352000,33008.47,0.3763,fair,approve
LP001653,0.224447,212000,6940.61,0.2757,poor,approve
LP004201,0.224131,294000,10119.77,0.1467,good,approve
LP001451,0.223843,336000,20334.23,0.4533,fair,approve
LP003524,0.223607,693000,32299.23,0.438,good,approve
LP001042,0.223552,1500000,51631.47,0.3755,good,approve
LP002491,0.22351,1500000,35292.42,0.2004,good,approve
LP000326,0.223437,328000,15097.72,0.4416,excellent,approve
LP002944,0.223333,986000,31699.84,0.7225,excellent,approve
LP004636,0.223004,713000,11744.75,0.4768,fair,approve
LP003615,0.222915,1068000,49159.64,0.4278,fair,approve
LP002840,0.222508,518000,16653.67,0.3062,poor,approve
LP002732,0.222387,295000,10154.19,0.2013,excellent,approve
LP004930,0.222241,1164000,27386.92,0.302,excellent,approve
LP003077,0.222194,319000,8797.37,0.1478,excellent,approve
LP004043,0.222151,2264000,47825.29,0.6199,good,approve
LP004414,0.222147,350000,21181.49,0.2878,poor,approve
LP004499,0.221888,2500000,63106.73,0.2597,fair,approve
LP000019,0.221808,921000,55737.58,0.3138,good,approve
LP004290,0.221574,603000,29094.41,0.3105,good,approve
LP001699,0.221437,563000,18100.42,0.4382,fair,approve
LP002954,0.22138,524000,24422.51,0.3601,poor,approve
LP000966,0.22125,949000,43682.11,0.4742,fair,approve
LP004925,0.221046,548000,9026.82,0.3885,poor,approve
LP003326,0.220837,1000000,32738.72,0.2838,fair,approve
LP004689,0.220727,846000,29120.15,0.3019,good,approve
LP000323,0.220676,2500000,63106.73,0.3925,good,approve
LP000230,0.220655,598000,27871.49,0.378,good,approve
LP003721,0.220582,2437000,40142.99,0.453,fair,approve
LP002184,0.220375,974000,31314.04,0.3123,poor,approve
LP000739,0.220243,818000,39468.03,0.3301,good,approve
LP001773,0.220139,255000,12303.6,0.2642,excellent,approve
LP001378,0.220088,1161000,24525.25,0.5242,excellent,approve
LP004129,0.220054,1902000,15315.42,0.3517,fair,approve
LP001429,0.219702,2500000,41180.74,0.4053,fair,approve
LP002206,0.21965,494000,8137.31,0.3033,fair,approve
LP003582,0.219453,1100000,23236.67,0.426,fair,approve
LP003134,0.219362,120000,10605.8,0.125,poor,approve
LP000729,0.219121,370000,9339.8,0.2205,poor,approve
LP004964,0.218911,387000,9768.92,0.3857,fair,approve
LP001553,0.218908,563000,11892.95,0.4811,excellent,approve
LP003788,0.218846,3810000,29295.6,0.2369,poor,approve
LP001099,0.21853,2281000,48184.4,0.6111,excellent,approve
LP002914,0.218415,4582000,39763.66,0.4529,fair,approve
LP004919,0.218395,3007000,29611.12,0.3622,fair,approve
LP001079,0.218339,952000,32768.77,0.296,good,approve
LP001711,0.218215,1121000,28297.06,0.4455,good,approve
LP002788,0.218194,247000,8501.98,0.2216,good,approve
LP004361,0.218176,507000,24462.46,0.1973,good,approve
LP002907,0.218144,634000,109082.58,0.5135,excellent,approve
LP001305,0.218075,264000,9087.14,0.3287,excellent,approve
LP002164,0.217954,5127000,39422.19,0.5217,fair,approve
LP000415,0.217943,372000,17948.79,0.1821,good,approve
LP002720,0.21772,2997000,29512.64,0.3159,poor,approve
LP004153,0.217576,551000,18039.03,0.2747,poor,approve
LP000012,0.217572,823000,13556.7,0.3935,fair,approve
LP004564,0.217511,369000,17198.29,0.1481,poor,approve
LP001060,0.217492,1500000,51631.47,0.2387,excellent,approve
LP001293,0.216899,1500000,35292.42,0.2084,good,approve
LP003123,0.216892,272000,16461.04,0.4465,fair,approve
LP004467,0.21683,389000,9819.41,0.5165,excellent,approve
LP003812,0.216039,2184000,70215.47,0.3357,fair,approve
LP000569,0.216039,232000,20504.54,0.1988,poor,approve
LP003157,0.216025,355000,31375.49,0.4085,fair,approve
LP001977,0.216011,4855000,39093.77,0.3297,poor,approve
LP004817,0.215528,1675000,42281.51,0.3576,poor,approve
LP003456,0.214913,718000,33049.27,0.467,fair,approve
LP004868,0.214455,273000,12566.09,0.4623,fair,approve
LP003796,0.214372,1000000,60518.54,0.399,poor,approve
LP002453,0.214246,1470000,37106.76,0.3591,good,approve
LP003090,0.214045,217000,19534.89,0.4055,excellent,approve
LP000670,0.213355,1000000,32738.72,0.1243,fair,approve
LP001186,0.213311,1343000,28369.86,0.5385,excellent,approve
LP001564,0.213011,253000,6977.22,0.1982,excellent,approve
LP002813,0.212948,1363000,43820.37,0.5229,excellent,approve
LP002422,0.212944,1459000,46906.76,0.4496,excellent,approve
LP002232,0.212925,1500000,35292.42,0.2272,excellent,approve
LP000713,0.212865,174000,15378.41,0.2151,fair,approve
LP004918,0.212841,64000,5656.43,0.2386,poor,approve
LP004204,0.212738,1000000,32738.72,0.2088,fair,approve
LP002316,0.212031,2374000,76323.96,0.4066,good,approve
LP002288,0.211894,428000,20650.76,0.1809,good,approve
LP000332,0.21163,1579000,26009.76,0.412,fair,approve
LP000905,0.211497,1260000,57997.33,0.4436,fair,approve
LP003890,0.211461,13529000,104026.31,0.3866,poor,approve
LP000200,0.211407,164000,9925.04,0.1152,poor,approve
LP003639,0.211319,969000,33353.93,0.3366,excellent,approve
LP001613,0.211311,1500000,51631.47,0.1706,good,approve
LP004245,0.210982,843000,38802.97,0.6439,excellent,approve
LP002313,0.210911,1000000,46607.84,0.1995,good,approve
LP004873,0.210593,1500000,41366.93,0.3002,excellent,approve
LP003603,0.210485,643000,22132.69,0.3102,excellent,approve
LP000142,0.210479,1500000,12078.41,0.5768,fair,approve
LP000114,0.210468,115000,6959.63,0.0874,poor,approve
LP002906,0.21037,1665000,53529.65,0.4426,fair,approve
LP003944,0.210197,1861000,39312.22,0.3703,poor,approve
LP001827,0.210177,468000,41362.62,0.3676,poor,approve
LP002754,0.210033,471000,12989.22,0.154,excellent,approve
LP000596,0.209715,991000,31860.59,0.4969,excellent,approve
LP002020,0.209673,1399000,35314.52,0.5995,excellent,approve
LP001251,0.209498,477000,10076.26,0.3819,good,approve
LP002392,0.209472,10422000,90444.54,0.3808,poor,approve
LP001008,0.209466,2500000,52810.61,0.3409,good,approve
LP002527,0.209182,876000,30152.78,0.1764,excellent,approve
LP000129,0.209056,2500000,41180.74,0.2048,poor,approve
LP003520,0.209027,1485000,31369.5,0.5372,excellent,approve
LP004960,0.208607,2500000,80374.85,0.4535,excellent,approve
LP004658,0.20802,792000,69998.27,0.6271,excellent,approve
LP004773,0.207861,366000,32347.69,0.3896,fair,approve
LP003554,0.20764,2215000,46790.2,0.5295,excellent,approve
LP001607,0.207623,864000,39769.6,0.502,excellent,approve
LP002868,0.207572,64000,5656.43,0.3118,poor,approve
LP002075,0.207554,343000,15788.16,0.5511,excellent,approve
LP003860,0.207107,1061000,34111.09,0.5073,excellent,approve
LP004338,0.206614,229000,7882.4,0.2758,good,approve
LP002096,0.206515,173000,10469.71,0.3003,good,approve
LP004174,0.206195,2500000,41180.74,0.457,good,approve
LP001254,0.206186,757000,34844.43,0.369,poor,approve
LP001233,0.206003,382000,17583.32,0.4373,poor,approve
LP000028,0.20575,482000,22186.28,0.4158,excellent,approve
LP001925,0.205523,1361000,28750.1,0.4364,fair,approve
LP004459,0.205454,2500000,63106.73,0.4345,good,approve
LP002900,0.205242,1000000,46607.84,0.122,fair,approve
LP003155,0.205187,657000,30621.35,0.3142,fair,approve
LP000268,0.204585,441000,9315.79,0.3958,fair,approve
LP000847,0.204398,889000,28581.3,0.4182,fair,approve
LP000478,0.204334,91000,4390.7,0.215,good,approve
LP001881,0.204105,3760000,30276.54,0.5417,fair,approve
LP001647,0.203834,1253000,31629.09,0.4108,fair,approve
LP002475,0.203793,621000,28584.4,0.3894,good,approve
LP001700,0.203759,204000,18029.86,0.5597,fair,approve
LP001576,0.203557,2500000,41180.74,0.2444,fair,approve
LP003308,0.203344,718000,23083.66,0.3124,poor,approve
LP002220,0.203338,482000,22464.98,0.3443,good,approve
LP004146,0.203332,336000,20334.23,0.1825,poor,approve
LP003056,0.20319,622000,28990.08,0.2378,poor,approve
LP004582,0.20314,199000,34238.85,0.6863,excellent,approve
LP004480,0.203031,289000,25542.3,0.6112,good,approve
LP002100,0.202973,1562000,50218.21,0.3873,fair,approve
LP000254,0.202921,1601000,33819.91,0.4416,good,approve
LP004068,0.202806,10569000,81266.47,0.3813,fair,approve
LP002821,0.202514,1288000,41409.12,0.4049,fair,approve
LP001745,0.202495,702000,33871.1,0.1979,excellent,approve
LP003238,0.202378,1500000,13017.35,0.3652,poor,approve
LP004161,0.20229,197000,11922.15,0.2762,good,approve
LP002339,0.2021,611000,28124.1,0.3871,fair,approve
LP003147,0.202045,270000,6815.53,0.2068,excellent,approve
LP002680,0.202034,1832000,38699.61,0.6022,excellent,approve
LP002715,0.201913,1544000,49639.51,0.5815,excellent,approve
LP001949,0.201701,1312000,42180.72,0.3717,good,approve
LP003531,0.201354,512000,12924.26,0.222,poor,approve
LP002766,0.201341,2269000,47930.91,0.3356,good,approve
LP002777,0.20126,1133000,28599.97,0.2265,poor,approve
LP000331,0.201005,697000,33629.85,0.2729,good,approve
LP000311,0.200804,1500000,41366.93,0.3365,excellent,approve
LP003868,0.200745,2081000,66904.03,0.3873,excellent,approve
LP002276,0.200667,1574000,39732.0,0.3712,fair,approve
LP004856,0.200594,2500000,80374.85,0.2803,fair,approve
LP004725,0.200585,2500000,80374.85,0.2978,good,approve
LP004377,0.199815,801000,20219.4,0.3863,good,approve
LP004008,0.19977,838000,38572.83,0.4069,poor,approve
LP002804,0.199752,621000,28584.4,0.4213,fair,approve
LP003071,0.199406,1500000,35292.42,0.3641,excellent,approve
LP004138,0.199349,258000,15613.78,0.3885,fair,approve
LP000973,0.199348,164000,9925.04,0.3316,poor,approve
LP003510,0.199275,802000,16941.64,0.4941,good,approve
LP000654,0.199124,1500000,35292.42,0.2076,excellent,approve
LP000263,0.199003,1834000,30210.19,0.4449,fair,approve
LP004445,0.198952,1500000,35292.42,0.2857,good,approve
LP000615,0.198942,2500000,41180.74,0.4457,fair,approve
LP000751,0.198823,683000,21958.41,0.5243,excellent,approve
LP001022,0.198268,1500000,35292.42,0.2404,excellent,approve
LP003260,0.198218,696000,22376.36,0.7183,excellent,approve
LP003083,0.198204,358000,21665.64,0.2418,poor,approve
LP004924,0.198168,950000,30542.44,0.3316,poor,approve
LP000260,0.198096,158000,9561.93,0.5667,fair,approve
LP001234,0.198033,1000000,46607.84,0.2058,excellent,approve
LP002142,0.197951,1498000,31644.12,0.2905,fair,approve
LP001318,0.197852,822000,26911.23,0.2894,excellent,approve
LP003344,0.19772,12125000,97633.78,0.5202,excellent,approve
LP001291,0.197622,190000,9167.39,0.2418,good,approve
LP004653,0.197445,791000,36409.43,0.7386,excellent,approve
LP003659,0.197272,1251000,40219.58,0.473,good,approve
LP000563,0.197221,2242000,18053.19,0.3072,poor,approve
LP003611,0.197185,2500000,52810.61,0.228,excellent,approve
LP001455,0.19718,149000,25636.13,0.9591,excellent,approve
LP001467,0.197141,641000,29504.99,0.3752,fair,approve
LP000773,0.197097,719000,15188.33,0.5229,excellent,approve
LP003245,0.197068,694000,31944.56,0.3436,poor,approve
LP000817,0.197041,186000,8974.39,0.2579,excellent,approve
LP002187,0.197034,2415000,39780.6,0.477,fair,approve
LP000217,0.197033,1391000,44720.57,0.4164,poor,approve
LP001066,0.19695,575000,50819.45,0.4662,good,approve
LP003194,0.196802,202000,6613.22,0.2864,poor,approve
LP000998,0.196674,582000,27125.76,0.3932,good,approve
LP002932,0.196454,502000,23397.13,0.4257,poor,approve
LP004833,0.19645,679000,17139.79,0.4176,good,approve
LP002059,0.196444,1393000,29426.07,0.3951,fair,approve
LP001290,0.196155,363000,11670.43,0.2394,fair,approve
LP002830,0.196134,59000,2749.86,0.1473,poor,approve
LP004091,0.196013,496000,12520.37,0.5344,excellent,approve
LP003487,0.195879,1500000,35292.42,0.3457,excellent,approve
LP001111,0.195566,1065000,22497.32,0.4584,good,approve
LP003978,0.1955,403000,13871.65,0.2587,excellent,approve
LP003053,0.195396,1445000,23802.47,0.343,fair,approve
LP000821,0.195391,548000,33164.16,0.2741,poor,approve
LP001605,0.19533,1941000,48996.06,0.3689,good,approve
LP000051,0.195283,1500000,35292.42,0.3247,excellent,approve
LP004265,0.195127,1402000,38664.29,0.2672,excellent,approve
LP000544,0.195098,285000,25188.77,0.3186,poor,approve
LP000343,0.195049,343000,8658.24,0.3964,poor,approve
LP004149,0.194549,443000,14503.25,0.2798,poor,approve
LP000471,0.194418,627000,29223.11,0.4437,good,approve
LP001150,0.194262,864000,39769.6,0.355,poor,approve
LP004335,0.194207,521000,31530.16,0.5672,fair,approve
LP003209,0.193732,440000,20507.45,0.3714,poor,approve
LP001427,0.193458,242000,21388.36,0.3025,good,approve
LP002249,0.193277,383000,17629.35,0.438,good,approve
LP002650,0.193143,1789000,57516.24,0.6297,excellent,approve
LP001369,0.193132,1500000,14771.09,0.8036,good,approve
LP003453,0.193089,359000,16732.21,0.4437,fair,approve
LP001837,0.193014,272000,9362.51,0.2766,good,approve
LP003431,0.192985,884000,22314.54,0.4205,good,approve
LP003318,0.192943,177000,30453.65,0.2612,poor,approve
LP001023,0.192878,541000,13656.3,0.3992,excellent,approve
LP003286,0.192858,395000,23904.82,0.5439,fair,approve
LP000955,0.192844,1165000,29407.74,0.4683,good,approve
LP004337,0.192843,2500000,52810.61,0.4068,good,approve
LP004962,0.192701,2500000,63106.73,0.2276,fair,approve
LP000073,0.192534,457000,15730.39,0.2078,excellent,approve
LP002999,0.192514,1027000,33017.99,0.3448,good,approve
LP002611,0.192428,1050000,22180.46,0.2978,poor,approve
LP001418,0.19241,305000,18458.16,0.3587,fair,approve
LP003328,0.192214,414000,13310.08,0.464,fair,approve
LP002449,0.192062,1404000,23127.1,0.3535,fair,approve
LP003966,0.191993,68000,3169.33,0.1485,poor,approve
LP000965,0.191783,711000,22858.61,0.2581,fair,approve
LP004253,0.191765,969000,31153.29,0.525,good,approve
LP002217,0.191602,704000,33967.6,0.1838,excellent,approve
LP001397,0.191406,69000,11871.76,0.2806,fair,approve
LP003484,0.1914,4221000,36630.82,0.2794,poor,approve
LP002269,0.191338,1325000,31174.97,0.2566,excellent,approve
LP003580,0.191175,5909000,45435.1,0.5014,fair,approve
LP004927,0.191147,373000,17169.05,0.3973,excellent,approve
LP000032,0.191145,1290000,32563.07,0.517,excellent,approve
LP002725,0.19109,1845000,18168.44,0.3219,poor,approve
LP001628,0.190823,980000,33732.56,0.2757,excellent,approve
LP003570,0.19079,720000,23147.96,0.3089,fair,approve
LP000627,0.190774,515000,31167.05,0.3021,poor,approve
LP004191,0.190456,489000,10329.76,0.4081,fair,approve
LP003602,0.190356,6453000,56000.63,0.4045,poor,approve
LP003118,0.190246,617000,28400.28,0.3622,poor,approve
LP002532,0.190236,275000,13268.59,0.3099,excellent,approve
LP003336,0.190229,475000,41981.29,0.3922,poor,approve
LP001764,0.189835,302000,51960.47,0.5148,good,approve
LP000393,0.189831,145000,12815.34,0.3056,fair,approve
LP004435,0.189679,644000,20704.56,0.2423,poor,approve
LP002736,0.189476,271000,13075.59,0.1958,excellent,approve
LP003675,0.189369,658000,21154.66,0.4544,fair,approve
LP002705,0.188819,1290000,41473.42,0.1986,poor,approve
LP004805,0.188555,784000,36087.23,0.3471,poor,approve
LP000473,0.188324,847000,39476.84,0.3469,poor,approve
LP001556,0.188206,786000,19840.76,0.2373,good,approve
LP001843,0.188114,1000000,46607.84,0.268,fair,approve
LP003790,0.188027,6754000,54385.04,0.3382,poor,approve
LP003836,0.188017,1112000,18317.19,0.4009,good,approve
LP002826,0.188014,1000000,32738.72,0.1768,poor,approve
LP000089,0.187948,1435000,30313.29,0.3897,excellent,approve
LP002424,0.187638,1770000,37389.91,0.4265,poor,approve
LP002346,0.187542,155000,13699.16,0.6109,good,approve
LP003438,0.187022,462000,21532.82,0.2742,fair,approve
LP001693,0.186729,320000,6759.76,0.2707,fair,approve
LP002629,0.186722,1703000,54751.35,0.2655,fair,approve
LP003776,0.18671,898000,28870.65,0.4093,excellent,approve
LP003584,0.186605,905000,54769.28,0.3611,good,approve
LP001962,0.186591,1796000,37939.14,0.4823,excellent,approve
LP004454,0.186429,752000,24176.76,0.71,excellent,approve
LP002333,0.186068,1601000,33819.91,0.3639,fair,approve
LP000163,0.185943,2714000,23552.72,0.3048,poor,approve
LP000564,0.185925,2076000,52403.83,0.3323,poor,approve
LP004239,0.18584,596000,19161.36,0.2408,fair,approve
LP000914,0.185729,2500000,41180.74,0.3092,good,approve
LP004967,0.185684,664000,30947.6,0.4242,excellent,approve
LP001521,0.185605,1000000,46607.84,0.3397,poor,approve
LP004835,0.185537,1037000,21905.84,0.5022,good,approve
LP003837,0.18543,767000,24659.0,0.4424,good,approve
LP000407,0.185373,2331000,49240.61,0.4873,good,approve
LP001231,0.184869,2500000,63106.73,0.2968,fair,approve
LP000534,0.184792,958000,32975.3,0.186,excellent,approve
LP000876,0.184736,1891000,47733.93,0.4918,excellent,approve
LP002278,0.184237,692000,31852.5,0.4259,excellent,approve
LP003671,0.184156,706000,14913.72,0.3705,fair,approve
LP002450,0.18415,735000,24062.96,0.257,poor,approve
LP000899,0.184038,710000,33091.57,0.3529,poor,approve
LP004951,0.183979,753000,34660.31,0.3311,excellent,approve
LP001876,0.183876,531000,17384.26,0.313,poor,approve
LP004488,0.183735,193000,6643.25,0.2685,good,approve
LP003694,0.183667,2500000,52810.61,0.4663,excellent,approve
LP003385,0.183579,2180000,70086.87,0.6654,excellent,approve
LP001663,0.183489,2500000,52810.61,0.3027,poor,approve
LP002301,0.183395,934000,23576.67,0.4,fair,approve
LP004367,0.183354,2500000,41180.74,0.4009,fair,approve
LP003831,0.183325,2358000,38841.67,0.4303,good,approve
LP000351,0.183304,710000,42968.17,0.2941,fair,approve
LP002883,0.182956,1008000,21293.24,0.6232,excellent,approve
LP004774,0.18276,1500000,35292.42,0.2913,excellent,approve
LP002044,0.182334,1057000,26681.52,0.3581,poor,approve
LP004923,0.182302,62000,2991.46,0.2493,good,approve
LP003912,0.182298,2404000,60683.43,0.2971,good,approve
LP000961,0.181982,2044000,43177.95,0.333,good,approve
LP001727,0.181822,1212000,30594.14,0.5534,excellent,approve
LP000915,0.181728,2500000,63106.73,0.2507,poor,approve
LP002923,0.181645,1829000,14727.6,0.315,poor,approve
LP001334,0.181593,255000,15432.23,0.3798,poor,approve
LP002055,0.181591,469000,11838.82,0.3516,poor,approve
LP003651,0.181383,657000,21122.51,0.2806,poor,approve
LP001036,0.181333,1000000,46607.84,0.273,good,approve
LP001164,0.181288,444000,9379.16,0.3389,excellent,approve
LP000295,0.181109,750000,18932.02,0.4361,good,approve
LP003403,0.181036,2500000,63106.73,0.2398,poor,approve
LP001544,0.181022,594000,12547.8,0.3493,fair,approve
LP000246,0.181004,218000,7503.77,0.1793,excellent,approve
LP000460,0.180823,114000,10075.51,0.1825,poor,approve
LP004573,0.180732,582000,19053.93,0.2016,poor,approve
LP003538,0.180181,278000,5872.54,0.4035,excellent,approve
LP000229,0.180166,439000,14113.82,0.3882,poor,approve
LP002310,0.179904,9363000,75393.41,0.3978,poor,approve
LP003502,0.179867,185000,4352.73,0.1354,good,approve
LP004949,0.179716,1923000,31676.23,0.4472,good,approve
LP003368,0.179708,232000,10813.02,0.3235,good,approve
LP003618,0.1794,256000,15492.75,0.4517,fair,approve
LP004360,0.179362,811000,26073.6,0.4757,good,approve
LP000437,0.179215,568000,18261.17,0.218,poor,approve
LP000416,0.179104,1000000,46607.84,0.2289,excellent,approve
LP003761,0.178979,228000,7464.43,0.273,poor,approve
LP003726,0.178802,343000,15986.49,0.2537,poor,approve
LP004604,0.178761,528000,31953.79,0.2332,poor,approve
LP000725,0.178666,719000,33095.3,0.4095,good,approve
LP000689,0.178663,1169000,24694.24,0.3529,excellent,approve
LP003237,0.178509,1178000,24884.36,0.3074,fair,approve
LP004747,0.178398,1212000,30594.14,0.5131,excellent,approve
LP004848,0.178135,716000,23019.36,0.1966,good,approve
LP002669,0.178134,400000,24207.42,0.4084,poor,approve
LP003177,0.178062,189000,5212.23,0.2037,good,approve
LP001634,0.178006,174000,4798.56,0.1511,good,approve
LP002317,0.177796,1498000,37813.55,0.7241,excellent,approve
LP000986,0.17776,252000,22272.18,0.1762,poor,approve
LP002261,0.177741,2500000,63106.73,0.3455,poor,approve
LP001765,0.17763,2500000,63106.73,0.3985,poor,approve
LP004312,0.177352,581000,12273.19,0.3977,fair,approve
LP004503,0.177335,8879000,71496.11,0.5763,fair,approve
LP000281,0.177224,1651000,41675.68,0.3399,excellent,approve
LP001757,0.177214,7235000,62787.01,0.5699,good,approve
LP002979,0.177192,2500000,63106.73,0.4029,good,approve
LP004333,0.176942,6322000,54863.78,0.519,fair,approve
LP000117,0.176819,206000,35443.24,0.3519,poor,approve
LP004475,0.176786,579000,18614.82,0.4634,good,approve
LP001116,0.176778,2500000,52810.61,0.3792,excellent,approve
LP001889,0.176695,2500000,52810.61,0.3983,good,approve
LP002606,0.176683,1072000,34464.74,0.4022,fair,approve
LP004554,0.176571,1466000,24148.39,0.4025,poor,approve
LP001758,0.176417,460000,11611.64,0.3785,fair,approve
LP001128,0.176343,510000,16396.47,0.2782,fair,approve
LP000064,0.176296,2500000,41180.74,0.2167,poor,approve
LP002897,0.176193,1087000,34946.99,0.4309,fair,approve
LP000790,0.176125,246000,14887.56,0.2744,poor,approve
LP004766,0.176092,296000,7471.84,0.232,fair,approve
LP003929,0.176072,188000,6471.14,0.2033,excellent,approve
LP004427,0.17564,824000,20799.98,0.5144,excellent,approve
LP002941,0.175524,1066000,34271.84,0.2035,fair,approve
LP004379,0.175338,1500000,13017.35,0.5964,fair,approve
LP002562,0.17522,123000,21162.71,0.478,good,approve
LP003757,0.175201,186000,32002.15,0.2838,poor,approve
LP002167,0.175187,185000,8926.14,0.2542,fair,approve
LP002980,0.175098,1326000,21842.26,0.4232,fair,approve
LP004880,0.174951,795000,26027.28,0.2997,excellent,approve
LP002746,0.174898,459000,40567.18,0.5033,good,approve
LP003751,0.174879,162000,5303.67,0.2538,fair,approve
LP001437,0.174722,4724000,36323.47,0.5281,excellent,approve
LP004262,0.174649,2312000,48839.25,0.4724,excellent,approve
LP001546,0.174516,8835000,76672.18,0.3101,fair,approve
LP000528,0.174486,1342000,33875.69,0.274,poor,approve
LP003301,0.1744,1500000,13017.35,0.3667,poor,approve
LP002785,0.17428,465000,28141.12,0.3479,poor,approve
LP003500,0.173864,1300000,27461.52,0.3319,fair,approve
LP000764,0.173847,627000,15827.17,0.3819,poor,approve
LP002899,0.17377,281000,48347.33,0.8059,excellent,approve
LP002594,0.173573,240000,21211.6,0.2861,poor,approve
LP001415,0.17356,818000,20648.52,0.3825,fair,approve
LP002294,0.173498,266000,23509.52,0.2449,fair,approve
LP002973,0.173494,1979000,15935.44,0.3334,poor,approve
LP004033,0.173423,628000,15852.41,0.3565,poor,approve
LP000300,0.173347,142000,12550.2,0.2508,poor,approve
LP002443,0.173151,580000,26697.18,0.3343,poor,approve
LP004609,0.173049,898000,22667.94,0.4384,poor,approve
LP004106,0.172917,5237000,42169.74,0.5404,fair,approve
LP001065,0.172757,104000,17893.67,0.3909,fair,approve
LP003980,0.172717,1890000,16401.86,0.2953,poor,approve
LP000176,0.172584,5757000,49960.58,0.3675,fair,approve
LP004807,0.17249,1211000,25581.46,0.4217,fair,approve
LP002591,0.172347,540000,25168.23,0.3287,fair,approve
LP003546,0.172164,1500000,41366.93,0.3197,excellent,approve
LP001197,0.171906,1000000,60518.54,0.3342,good,approve
LP001912,0.171698,1520000,38368.89,0.3952,excellent,approve
LP004162,0.171642,83000,14280.53,0.4093,poor,approve
LP003478,0.171429,2500000,63106.73,0.3108,fair,approve
LP003720,0.171397,298000,13716.83,0.4145,excellent,approve
LP000005,0.171321,1500000,41366.93,0.3104,excellent,approve
